iter	Passed	Remaining
411	3754	5357
412	3763	5348
413	3772	5339
414	3782	5331
415	3790	5321
416	3800	5313
417	3808	5302
418	3818	5294
419	3826	5283
420	3835	5275
421	3845	5266
422	3854	5257
423	3864	5249
424	3872	5238
425	3881	5229
426	3889	5219
427	3898	5210
428	3907	5200
429	3916	5191
430	3925	5182
431	3934	5172
432	3943	5164
433	3953	5156
434	3962	5146
435	3970	5136
436	3981	5129
437	3989	5118
438	3997	5108
439	4006	5098
440	4014	5089
441	4023	5080
442	4032	5070
443	4041	5060
444	4051	5052
445	4060	5043
446	4068	5033
447	4078	5025
448	4086	5015
449	4095	5005
450	4103	4995
451	4113	4986
452	4122	4977
453	4130	4967
454	4139	4957
455	4147	4948
456	4157	4940
457	4166	4930
458	4175	4921
459	4184	4911
460	4192	4902
461	4200	4891
462	4210	4882
463	4217	4871
464	4227	4863
465	4235	4853
466	4244	4844
467	4251	4833
468	4261	4824
469	4269	4814
470	4279	4806
471	4288	4797
472	4296	4787
473	4305	4778
474	4313	4767
475	4323	4759
476	4331	4749
477	4341	4741
478	4351	4732
479	4360	4723
480	4369	4714
481	4377	4704
482	4386	4695
483	4395	4685
484	4404	4677
485	4413	4667
486	4422	4658
487	4430	4648
488	4440	4640
489	4448	4630
490	4458	4621
491	4467	4613
492	4476	4603
493	4485	4594
494	4494	4585
495	4504	4577
496	4513	4567
497	4522	4558
498	4530	4548
499	4540	4540
500	4550	4532
501	4559	4523
502	4569	4514
503	4577	4504
504	4586	4495
505	4594	4485
506	4604	4477
507	4614	4468
508	4624	4461
509	4634	4452
510	4642	4442
511	4652	4434
512	4660	4424
513	4670	4416
514	4679	4407
515	4688	4397
516	4696	4387
517	4704	4378
518	4714	4369
519	4723	4360
520	4733	4352
521	4741	4342
522	4750	4333
523	4759	4323
524	4768	4314
525	4776	4304
526	4785	4295
527	4794	4285
528	4802	4276
529	4812	4267
530	4820	4257
531	4830	4249
532	4838	4239
533	4847	4230
534	4856	4221
535	4867	4213
536	4876	4204
537	4885	4195
538	4894	4186
539	4903	4177
540	4913	4168
541	4921	4158
542	4930	4149
543	4938	4139
544	4947	4130
545	4955	4120
546	4965	4112
547	4974	4103
548	4983	4093
549	4991	4084
550	5000	4074
551	5008	4065
552	5017	4055
553	5027	4047
554	5035	4037
555	5044	4028
556	5052	4018
557	5061	4009
558	5069	3999
559	5079	3990
560	5087	3981
561	5095	3971
562	5104	3961
563	5112	3952
564	5123	3944
565	5131	3934
566	5140	3925
567	5149	3916
568	5158	3907
569	5166	3897
570	5175	3888
571	5184	3879
572	5193	3870
573	5201	3860
574	5210	3851
575	5218	3841
576	5227	3832
577	5235	3822
578	5244	3813
579	5252	3803
580	5261	3794
581	5270	3785
582	5278	3775
583	5288	3767
584	5296	3757
585	5305	3748
586	5313	3738
587	5323	3729
588	5331	3720
589	5340	3711
590	5349	3702
591	5357	3692
592	5365	3682
593	5374	3673
594	5382	3663
595	5391	3654
596	5399	3644
597	5408	3635
598	5417	3626
599	5426	3617
600	5435	3608
601	5443	3598
602	5451	3589
603	5461	3580
604	5471	3572
605	5479	3562
606	5488	3553
607	5496	3544
608	5505	3534
609	5517	3527
610	5526	3518
611	5535	3509
612	5543	3499
613	5553	3491
614	5561	3481
615	5569	3472
616	5579	3463
617	5588	3454
618	5598	3446
619	5607	3436
620	5616	3427
621	5624	3418
622	5633	3409
623	5642	3399
624	5651	3390
625	5659	3381
626	5667	3371
627	5676	3362
628	5684	3352
629	5693	3343
630	5701	3334
631	5709	3324
632	5719	3315
633	5728	3307
634	5737	3297
635	5746	3289
636	5755	3279
637	5764	3270
638	5772	3261
639	5780	3251
640	5788	3242
641	5796	3232
642	5805	3223
643	5814	3214
644	5822	3204
645	5832	3195
646	5840	3186
647	5849	3177
648	5857	3167
649	5867	3159
650	5875	3150
651	5884	3140
652	5893	3131
653	5902	3122
654	5911	3113
655	5920	3104
656	5930	3096
657	5938	3086
658	5947	3077
659	5954	3067
660	5963	3058
661	5973	3049
662	5982	3040
663	5992	3032
664	6000	3022
665	6008	3013
666	6016	3003
667	6026	2994
668	6034	2985
669	6044	2977
670	6052	2967
671	6061	2958
672	6069	2949
673	6078	2940
674	6088	2931
675	6096	2922
676	6104	2912
677	6113	2903
678	6122	2894
679	6130	2884
680	6139	2876
681	6148	2866
682	6157	2857
683	6166	2849
684	6176	2840
685	6183	2830
686	6192	2821
687	6200	2811
688	6209	2802
689	6217	2793
690	6227	2784
691	6235	2775
692	6244	2766
693	6253	2757
694	6261	2748
695	6270	2739
696	6279	2729
697	6290	2721
698	6298	2712
699	6308	2703
700	6316	2694
701	6325	2685
702	6334	2676
703	6343	2667
704	6352	2658
705	6360	2648
706	6369	2639
707	6377	2630
708	6387	2621
709	6396	2612
710	6406	2604
711	6414	2594
712	6424	2585
713	6432	2576
714	6442	2567
715	6451	2558
716	6459	2549
717	6468	2540
718	6477	2531
719	6486	2522
720	6494	2513
721	6504	2504
722	6513	2495
723	6521	2486
724	6529	2476
725	6539	2468
726	6547	2458
727	6556	2449
728	6565	2440
729	6575	2431
730	6585	2423
731	6593	2414
732	6603	2405
733	6611	2395
734	6620	2387
735	6630	2378
736	6638	2368
737	6647	2359
738	6656	2350
739	6667	2342
740	6675	2333
741	6685	2324
742	6694	2315
743	6703	2306
744	6711	2297
745	6720	2288
746	6730	2279
747	6740	2270
748	6749	2261
749	6757	2252
750	6767	2243
751	6775	2234
752	6784	2225
753	6792	2216
754	6802	2207
755	6810	2198
756	6818	2188
757	6827	2179
758	6835	2170
759	6845	2161
760	6853	2152
761	6863	2143
762	6872	2134
763	6881	2125
764	6889	2116
765	6898	2107
766	6907	2098
767	6916	2089
768	6924	2080
769	6933	2070
770	6941	2061
771	6950	2052
772	6959	2043
773	6967	2034
774	6977	2025
775	6986	2016
776	6994	2007
777	7003	1998
778	7012	1989
779	7021	1980
780	7030	1971
781	7038	1962
782	7046	1952
783	7055	1943
784	7063	1934
785	7074	1926
786	7083	1917
787	7092	1908
788	7100	1898
789	7109	1889
790	7118	1880
791	7128	1872
792	7137	1863
793	7146	1854
794	7154	1844
795	7162	1835
796	7172	1826
797	7180	1817
798	7190	1808
799	7198	1799
800	7207	1790
801	7215	1781
802	7224	1772
803	7232	1763
804	7241	1754
805	7249	1744
806	7258	1735
807	7266	1726
808	7274	1717
809	7282	1708
810	7292	1699
811	7302	1690
812	7310	1681
813	7319	1672
814	7327	1663
815	7336	1654
816	7344	1645
817	7353	1636
818	7361	1626
819	7370	1617
820	7378	1608
821	7388	1599
822	7396	1590
823	7405	1581
824	7413	1572
825	7422	1563
826	7431	1554
827	7439	1545
828	7448	1536
829	7457	1527
830	7467	1518
831	7475	1509
832	7484	1500
833	7492	1491
834	7502	1482
835	7511	1473
836	7520	1464
837	7527	1455
838	7537	1446
839	7545	1437
840	7554	1428
841	7564	1419
842	7573	1410
843	7583	1401
844	7592	1392
845	7602	1383
846	7610	1374
847	7618	1365
848	7627	1356
849	7635	1347
850	7643	1338
851	7651	1329
852	7661	1320
853	7669	1311
854	7677	1301
855	7686	1293
856	7695	1284
857	7704	1275
858	7714	1266
859	7722	1257
860	7731	1248
861	7740	1239
862	7749	1230
863	7757	1221
864	7766	1212
865	7774	1203
866	7782	1193
867	7791	1184
868	7800	1175
869	7809	1166
870	7817	1157
871	7826	1148
872	7835	1139
873	7844	1130
874	7853	1121
875	7863	1113
876	7870	1103
877	7879	1094
878	7887	1085
879	7896	1076
880	7904	1067
881	7914	1058
882	7923	1049
883	7931	1040
884	7940	1031
885	7948	1022
886	7957	1013
887	7966	1004
888	7976	995
889	7984	986
890	7993	977
891	8000	968
892	8009	959
893	8017	950
894	8027	941
895	8036	932
896	8044	923
897	8053	914
898	8062	905
899	8069	896
900	8078	887
901	8086	878
902	8096	869
903	8104	860
904	8113	851
905	8122	842
906	8130	833
907	8138	824
908	8146	815
909	8156	806
910	8164	797
911	8172	788
912	8180	779
913	8188	770
914	8197	761
915	8210	752
916	8220	744
917	8228	735
918	8237	726
919	8246	717
920	8255	708
921	8264	699
922	8272	690
923	8280	681
924	8289	672
925	8298	663
926	8306	654
927	8314	645
928	8323	636
929	8331	627
930	8340	618
931	8350	609
932	8358	600
933	8368	591
934	8375	582
935	8386	573
936	8394	564
937	8403	555
938	8411	546
939	8420	537
940	8428	528
941	8437	519
942	8445	510
943	8454	501
944	8462	492
945	8471	483
946	8480	474
947	8489	465
948	8497	456
949	8505	447
950	8515	438
951	8523	429
952	8539	421
953	8550	412
954	8559	403
955	8568	394
956	8576	385
957	8585	376
958	8593	367
959	8604	358
960	8613	349
961	8621	340
962	8631	331
963	8639	322
964	8649	313
965	8657	304
966	8666	295
967	8674	286
968	8683	277
969	8691	268
970	8700	259
971	8708	250
972	8717	241
973	8724	232
974	8734	223
975	8743	214
976	8751	206
977	8761	197
978	8771	188
979	8780	179
980	8788	170
981	8797	161
982	8806	152
983	8816	143
984	8825	134
985	8833	125
986	8842	116
987	8850	107
988	8858	98
989	8867	89
990	8876	80
991	8884	71
992	8893	62
993	8902	53
994	8911	44
995	8920	35
996	8929	26
997	8937	17
998	8947	8
999	8957	0
