iter	CrossEntropy
309	0.2550795894
310	0.2546209952
311	0.2542918495
312	0.2538797096
313	0.2535882389
314	0.2532975264
315	0.2527368807
316	0.2524518329
317	0.2520588133
318	0.2514611898
319	0.2510266139
320	0.2506177062
321	0.2497877158
322	0.2492518549
323	0.2485475882
324	0.2482078667
325	0.2470715144
326	0.2468854726
327	0.2464762221
328	0.2455739633
329	0.2450469599
330	0.2447515906
331	0.2438846054
332	0.2435117902
333	0.2431095353
334	0.2427352756
335	0.2421249116
336	0.2415283267
337	0.2410973024
338	0.2405459554
339	0.2400369136
340	0.2398547138
341	0.2396503622
342	0.2392675766
343	0.2385725239
344	0.237891113
345	0.2373043725
346	0.2372076214
347	0.236737562
348	0.2364111662
349	0.236148365
350	0.2358321778
351	0.2353903608
352	0.2350202214
353	0.2347835043
354	0.2343707159
355	0.2341619325
356	0.2335935999
357	0.2328595526
358	0.2322018537
359	0.2317640956
360	0.2314181917
361	0.2309335317
362	0.2307343512
363	0.2300121404
364	0.2297387413
365	0.2291192274
366	0.2287468248
367	0.22836189
368	0.2280858626
369	0.2277177895
370	0.2271118474
371	0.2268334131
372	0.2264187925
373	0.2259820215
374	0.22552776
375	0.2250593111
376	0.2244754974
377	0.2240605517
378	0.2238672238
379	0.223458669
380	0.2229159241
381	0.2224396608
382	0.2217799529
383	0.2214340927
384	0.2208226015
385	0.220396816
386	0.2202054984
387	0.2199668623
388	0.2195296717
389	0.2190922252
390	0.2185372376
391	0.2180580101
392	0.2176385869
393	0.2174527682
394	0.217033358
395	0.216623027
396	0.2163005685
397	0.216062896
398	0.2152872446
399	0.2148477459
400	0.2145090048
401	0.2142617204
402	0.2140398764
403	0.2137179565
404	0.21336562
405	0.2129416926
406	0.2123158183
407	0.2118255454
408	0.2113625432
409	0.2110965834
410	0.2109003685
411	0.2105420658
412	0.2101860217
413	0.2096752806
414	0.209240841
415	0.2086005916
416	0.2080500192
417	0.207855958
418	0.2074816482
419	0.2071077129
420	0.2066479617
421	0.2064190764
422	0.2060460586
423	0.2057926546
424	0.2053156559
425	0.2048377112
426	0.2045107612
427	0.2043246006
428	0.2039282917
429	0.2035603131
430	0.2031109515
431	0.2027237944
432	0.2025171663
433	0.2018693026
434	0.201659572
435	0.2012449629
436	0.2007689464
437	0.2005538356
438	0.2002158744
439	0.1999851738
440	0.1995074631
441	0.1988074198
442	0.1986981689
443	0.1981519057
444	0.1979699565
445	0.1977696505
446	0.1974748006
447	0.1972186837
448	0.1968844523
449	0.1966759498
450	0.196533403
451	0.1963661871
452	0.1962430268
453	0.1959841801
454	0.1957350904
455	0.1953760078
456	0.1944385775
457	0.1939973078
458	0.1937026194
459	0.1933987223
460	0.1926452776
461	0.1922414814
462	0.1916728216
463	0.1913992109
464	0.1910688559
465	0.1907831167
466	0.1904996765
467	0.1899828214
468	0.1895104025
469	0.1891388119
470	0.1888346319
471	0.188578862
472	0.1883926048
473	0.1878942939
474	0.1877508411
475	0.1873704452
476	0.1870051293
477	0.1866945581
478	0.1865388272
479	0.1862570673
480	0.1857351268
481	0.1853227267
482	0.1850021498
483	0.1847290706
484	0.1843917281
485	0.1840150239
486	0.1835260879
487	0.1833819946
488	0.1831770674
489	0.1830331651
490	0.1828899786
491	0.1825570553
492	0.1821959391
493	0.1819691208
494	0.1815923288
495	0.1814075834
496	0.1812224305
497	0.1809916876
498	0.180731708
499	0.1805064667
500	0.1801815618
501	0.1800605654
502	0.1798079749
503	0.179436198
504	0.1788067656
505	0.1782818649
506	0.1780818945
507	0.1778657554
508	0.1775855461
509	0.1771111966
510	0.1768689855
511	0.1766121949
512	0.1760708135
513	0.1757265506
514	0.1752814991
515	0.1748976087
516	0.1747662684
517	0.1743773741
518	0.174151836
519	0.1741251336
520	0.1738401446
521	0.1735274588
522	0.1732122525
523	0.1729333373
524	0.1727675375
525	0.1725272708
526	0.1720242767
527	0.1719034843
528	0.1715138994
529	0.1710271128
530	0.1706707165
531	0.1703678634
532	0.170130547
533	0.1698855825
534	0.1696096916
535	0.1694762844
536	0.1693616126
537	0.1688492628
538	0.1684701457
539	0.1679926891
540	0.1676380054
541	0.1673332534
542	0.1671473251
543	0.1669718634
544	0.1664628343
545	0.1661695294
546	0.165557172
547	0.1652779487
548	0.1649284703
549	0.1647510491
550	0.1644125499
551	0.1640521458
552	0.1638069185
553	0.1634205803
554	0.163330441
555	0.1631412538
556	0.1629426241
557	0.1628594712
558	0.1625545691
559	0.1622849402
560	0.1620358873
561	0.161600641
562	0.1612836438
563	0.1611729218
564	0.1607926532
565	0.1605098528
566	0.1599334896
567	0.1598582113
568	0.1597305117
569	0.1594993323
570	0.1591990831
571	0.1589429167
572	0.1586550687
573	0.1584742972
574	0.1580667216
575	0.1578186757
576	0.1575974346
577	0.1575620802
578	0.1573671095
579	0.1572830182
580	0.1569507602
581	0.156581559
582	0.156315828
583	0.1562213188
584	0.1560486452
585	0.1558379944
586	0.1553751377
587	0.1549437573
588	0.1547556739
589	0.1545588138
590	0.1542748922
591	0.1540855987
592	0.1539252657
593	0.1536977981
594	0.1534530877
595	0.1533239449
596	0.1530222695
597	0.1528165664
598	0.1527547281
599	0.1521839658
600	0.152048367
601	0.151623443
602	0.1512949824
603	0.1507609614
604	0.1504889732
605	0.1503033936
606	0.1501236321
607	0.1496958798
608	0.1494773029
609	0.1490834976
610	0.1488479951
611	0.1484908192
612	0.1481750438
613	0.1478500216
614	0.1476838147
615	0.1473375502
616	0.1469397755
617	0.1468211016
618	0.1466006519
619	0.1464568122
620	0.1463105879
621	0.1461279033
622	0.1459592086
623	0.1457261105
624	0.1456247246
625	0.1454014186
626	0.1452673785
627	0.1451043636
628	0.1448899347
629	0.1447006037
630	0.1444937931
631	0.1442568714
632	0.1440624963
633	0.1438036643
634	0.1436646518
635	0.14343162
636	0.1432393868
637	0.143043472
638	0.1428620314
639	0.142389664
640	0.1422288466
641	0.1420875941
642	0.1419026678
643	0.1417670183
644	0.1415323991
645	0.141292565
646	0.1410513956
647	0.1409244761
648	0.140583412
649	0.1402024957
650	0.1399191896
651	0.1396581718
652	0.1394805869
653	0.1392335817
654	0.139008236
655	0.1389327038
656	0.1386172777
657	0.1384540715
658	0.1381462249
659	0.1378809203
660	0.1376248028
661	0.1375336344
662	0.1371896441
663	0.1370546178
664	0.1369140587
665	0.13674373
666	0.136576613
667	0.1363791341
668	0.1362157649
669	0.1360161864
670	0.135776812
671	0.1356809692
672	0.1353806305
673	0.1351283958
674	0.1349064681
675	0.1347409207
676	0.134585733
677	0.1344446202
678	0.1341737563
679	0.1339349761
680	0.1338791867
681	0.1336696571
682	0.1335338054
683	0.1334009658
684	0.1332273274
685	0.133077589
686	0.1329247046
687	0.1326822987
688	0.1323866076
689	0.1322219218
690	0.1320466356
691	0.1318202748
692	0.1316646387
693	0.1314415836
694	0.1312016108
695	0.1310141313
696	0.1308890557
697	0.1306304658
698	0.1304805662
699	0.1303807176
700	0.1301706285
701	0.1298281817
702	0.129611901
703	0.1294043319
704	0.1291489378
705	0.128993636
706	0.1287383745
707	0.1284515599
708	0.1282736342
709	0.1280533482
710	0.1279675242
711	0.1278270672
712	0.127589761
713	0.1274322992
714	0.1273381551
715	0.1272083324
716	0.1271539532
717	0.1269302181
718	0.1267726155
719	0.126734953
720	0.1265020161
721	0.126309295
722	0.1261497927
723	0.126081352
724	0.1259389789
725	0.125730368
726	0.1254047622
727	0.1253662653
728	0.1251166905
729	0.1249492637
730	0.1247273393
731	0.1244635369
732	0.1243046342
733	0.1241474709
734	0.124082575
735	0.1239687193
736	0.1237023837
737	0.1235483167
738	0.1232492947
739	0.1230549015
740	0.1228716234
741	0.1227458197
742	0.1226367875
743	0.1225293949
744	0.1223005009
745	0.1221683686
746	0.1219049092
747	0.121821901
748	0.1217024324
749	0.1214807107
750	0.1213644115
751	0.1211480382
752	0.1210413963
753	0.1207700022
754	0.1205845932
755	0.1203529065
756	0.1201245063
757	0.1199730037
758	0.1195417097
759	0.1193822497
760	0.1191098816
761	0.118923736
762	0.1187679451
763	0.1185712817
764	0.1183224521
765	0.1182093271
766	0.1181662444
767	0.1180611909
768	0.1179509179
769	0.1177964309
770	0.1175655389
771	0.1174580978
772	0.1172705684
773	0.1170494325
774	0.1168416166
775	0.1166427647
776	0.1165310517
777	0.1164267974
778	0.1162868572
779	0.1160567183
780	0.1158691163
781	0.1157092406
782	0.1155561202
783	0.1153710868
784	0.1151276626
785	0.1149275025
786	0.1149033787
787	0.1146963282
788	0.1146140978
789	0.1144242743
790	0.1142650073
791	0.1138195564
792	0.1136401273
793	0.1134468384
794	0.1132430519
795	0.1131130732
796	0.1129372078
797	0.1128654712
798	0.1126273307
799	0.112562672
800	0.1124617319
801	0.1122874661
802	0.1120146498
803	0.1118149559
804	0.1116663933
805	0.111597203
806	0.1113820186
807	0.111146817
808	0.111047894
809	0.110925493
810	0.1107920402
811	0.1106691291
812	0.110498204
813	0.1103021261
814	0.1101107946
815	0.1100207859
816	0.1098514121
817	0.1097466829
818	0.1096041194
819	0.1094818632
820	0.1093664022
821	0.1093216201
822	0.1091351864
823	0.1088820775
824	0.1086138315
825	0.1084925014
826	0.1083077274
827	0.1082083486
828	0.1080016944
829	0.1078715887
830	0.1077805886
831	0.1076273294
832	0.1074084304
833	0.107244148
834	0.1070359372
835	0.1068955309
836	0.1066254065
837	0.1064384559
838	0.1063418859
839	0.1062686181
840	0.1061714166
841	0.1059743368
842	0.105741185
843	0.1054762056
844	0.1053549845
845	0.1051642228
846	0.10506158
847	0.1048601507
848	0.1047214129
849	0.1046471431
850	0.1045558386
851	0.1043897341
852	0.1043489033
853	0.1040518231
854	0.1038865944
855	0.1037282964
856	0.1036529487
857	0.1034998982
858	0.1033357196
859	0.1031947019
860	0.1030230422
861	0.1028662501
862	0.1028118714
863	0.1026804852
864	0.1025722739
865	0.1025369846
866	0.1024061578
867	0.1022782885
868	0.102156535
869	0.1020625231
870	0.1019817964
871	0.1017554126
872	0.1016159101
873	0.1014842214
874	0.1014532929
875	0.1013228334
876	0.1012348074
877	0.1010996966
878	0.1009919047
879	0.1008797376
880	0.1008225313
881	0.1006915185
882	0.1006004932
883	0.1005203731
884	0.1003795777
885	0.1003297585
886	0.1002027855
887	0.1000544292
888	0.09998924906
889	0.09986772997
890	0.09975794099
891	0.09965036497
892	0.09955198248
893	0.09942812942
894	0.09931248163
895	0.09924561977
896	0.09906322585
897	0.09898034186
898	0.09883279176
899	0.09870823946
900	0.09852711429
901	0.09840023433
902	0.09823300456
903	0.09817981395
904	0.09805901575
905	0.09796642676
906	0.09776894712
907	0.09770266984
908	0.09750414472
909	0.09741347294
910	0.09727124981
911	0.09717521658
912	0.09700777295
913	0.09687916693
914	0.09685357158
915	0.09671654937
916	0.09646134603
917	0.09634824735
918	0.09629145855
919	0.09621828693
920	0.09608629696
921	0.09593959652
922	0.09575202954
923	0.09562958294
924	0.09552730298
925	0.09543712886
926	0.09512017012
927	0.09507095652
928	0.09495103008
929	0.09478489768
930	0.09472323672
931	0.0946179374
932	0.09444036339
933	0.09429133581
934	0.09416702972
935	0.09404744092
936	0.09387753065
937	0.0936691209
938	0.09353647818
939	0.09341957309
940	0.09331898417
941	0.09320178965
942	0.09316465845
943	0.09303559086
944	0.09291022614
945	0.09275968593
946	0.09264160888
947	0.09251280111
948	0.09247391918
949	0.09236836844
950	0.09220848203
951	0.09210358808
952	0.09200374829
953	0.09173263322
954	0.09161870477
955	0.09143746013
956	0.09136016728
957	0.0913080368
958	0.09119312533
959	0.09105097778
960	0.09087983607
961	0.09083104735
962	0.09075312998
963	0.09060888854
964	0.09057729537
965	0.09045945886
966	0.09040295681
967	0.09028183862
968	0.09022166987
969	0.09017039966
970	0.09003774475
971	0.08982514621
972	0.08973368235
973	0.08968652992
974	0.08951391505
975	0.08936593202
976	0.08921834527
977	0.08912811773
978	0.08907023939
979	0.08898899608
980	0.08889936451
981	0.08875206704
982	0.08857901309
983	0.08848211904
984	0.08840269921
985	0.08826456501
986	0.08808998843
987	0.08793046072
988	0.0877908823
989	0.08775845877
990	0.08772745003
991	0.08767269285
992	0.08755440413
993	0.08748524213
994	0.08734239949
995	0.08716949898
996	0.08708884949
997	0.08700299634
998	0.08692250373
999	0.08679789923
